ID,Name,Definition,Conception,Planning,Execution,Minimum Standard of Care,Labels
6518019ce0b5f16167bbc8ef,Moving,"There’s a reason why moving is typically on the Top 10 list of hellish events; it can be as stressful as the death of a loved one, divorce, or unemployment. The process of purging, packing, relocating, organizing, storing, and living in disarray is all-consuming, disruptive to your family’s routines, and basically upends your life. Good news: It’s temporary. Bad news: It’s a CPE doozy. Who is better equipped to take the lead?","The Wild suit includes life-changing scenarios that rock your world, and come with a mind-numbing amount of invisible work. When you’re dealt a Wild card (hopefully temporarily), you’re entitled to ask for additional help from your partner guilt-free. Your partner is encouraged to reach out to your village for even more support, but the Wild cardholder is not the one who handles this delegation. You and your partner are also encouraged to remove cards from your deck, temporarily, while dealing with a Wild card.","","",Do you feel supported to take the lead on this wildcard? Will your partner be stepping up to take on other cards?,""
651801cb427bb79162539d5a,New Job,"When you start a new job, you bring your A game daily, which may mean being the first one in, the last one to leave, working weekends, and doing whatever it takes to make an impression. Ask your partner to step up to the plate by taking some of your household and childcare cards while you concentrate on knocking it out of the park at work.","The Wild suit includes life-changing scenarios that rock your world, and come with a mind-numbing amount of invisible work. When you’re dealt a Wild card (hopefully temporarily), you’re entitled to ask for additional help from your partner guilt-free. Your partner is encouraged to reach out to your village for even more support, but the Wild cardholder is not the one who handles this delegation. You and your partner are also encouraged to remove cards from your deck, temporarily, while dealing with a Wild card.","","",Do you feel supported to take the lead on this wildcard? Will your partner be stepping up to take on other cards?,""
651802051874578dc87e43e7,Packing & Unpacking (Kids; Local),"If you use the last diaper in the baby’s diaper bag and don’t replace it, how many diapers will be left the next time you need to change an explosive poop on the go? Exactly. It’s got to be restocked, just as backpacks need to be packed (and unpacked) daily with library books, lunch, homework, water bottles, clothes for after-school activities, and about a million other things you’ll forget if you don’t have a system in place. Bonus duties: packing for sleepovers, packing and replacing the change of clothes in the school cubby as needed, and hitting up the school’s lost and found when only one glove makes it home.",PACKING & UNPACKING (LOCAL) (DG),"BACKPACKAFTERNOON/DAY-OUT BAG- Taking inventory of afternoon out bags (water bottle, snacks, sunscreen etc.)SLEEPOVER- Determine what is needed for overnight bag (e.g., bathroom bag, clothing, sleeping needs, medical (e.g., Epi-Pen)) *Note: If it is a birthday celebration sleepover, keep the packing with the “birthday celebration (other kids)” cardholder who reads the invitation or coordinate closely.","BACKPACK- Backpack packing. including snack, water bottle, lunch box (prepared by “weekday (school lunches)” cardholder, homework, library books/textbooks/folders, special items- Backpack unpacking including emptying lunch box and placing in sink for “dishes” cardholder- Following up on lost items/lost and foundAFTERNOON/DAY-OUT BAG- Stocking afternoon out bagsSLEEPOVER- Overnight bag packing and unpacking",Do the bags contain what they need at the times you use them? Are they unpacked in a timely manner?,""
651802b4d513936dd3fb26dd,Packing & Unpacking (Travel),"You’re not alone if packing for a trip with kids leaves you questioning if it’s worth going on the trip at all. It feels like moving the army, only your troops may be too young to pack and carry their own gear. Rookie mistake if just before takeoff you discover the iPad battery is at 1 percent.",PACKING & UNPACKING (TRAVEL),"- Creating a packing list, including “morning of” travel packing list (e.g., snacks, fully charged electronics, headphones, sleep accessories)- Packing list considerations: weather forecast and laundry opportunities- Determining suitcase needs and purchase when necessary (sharing/individual)- Downloading, reading, and managing sleepaway camp packing list (if applicable)","- Purchasing items needed- Actual packing- Updating addresses on luggage tags- Charging all electronics before flying- Getting children involved in packing carry-on items, special items/loveys, medicine- For sleepaway camp and extended travel: ordering labels/Sharpie and labeling clothing with children’s names- Printing or downloading tickets; making sure everyone who needs an ID has one- Filling car with gas if a road trip",Sure a forgotten item is common but is everything in the bags that you need or are you stuck purchasing items in a pinch on the road?,""
6518201b036ef0c198f02d5f,Parents & In-Laws,"Whether your parents and/or in-laws live nearby or thousands of miles away, it’s a relationship that can require a fair amount of TLC and CPE. Someone’s got to call them regularly, help them figure out how to turn on their TV with one of their 100-year-old remotes, and invite them to holiday or birthday celebrations. (Or maybe not.)",PARENTS & IN-LAWS,"- Plan for parent/in-law engagement- Calling/arrange for visits and visiting parents and in-laws an adequate amount (consult with “travel” cardholder)- Becoming familiar with parents’/in-laws’ health, including medical history, current medical issues, financial or other concerns","- Purchasing and have family members sign or decorate cards for important occasions (birthday, holiday, Mother’s/Father’s Day)- Handling parents/in-laws needs during their visits, including airport transportation, activity/meal planning, taking vacation days to spend time with them- Managing parents’/in-laws’ wishes for burial while alive- Educating on electronics/IT/other current issues","Do you agree on the role parents/in-laws have in your life? If not, can you agree on an reasonable role going forward?",""
6518205f2a12c3049b363f8a,Partner Coach,"Every time you help your loved one with his or her work, you are engaging in the highly invisible work of partner coaching. When you edit an email before your husband sends it to his boss, help him plan an important outing with a client, or lie in bed at night thinking through how he could be considered for a promotion, you are doing the loving and often unrecognized work of “coaching” your partner. This card can be one-sided (that is, a wife helping a husband but not the other way around). The aspiration is to hand off the card more equitably so both partners can benefit from each other’s support and advice.",PARTNER COACH,"·     Consulting with spouse about what is needed to enrich career. Examples include the following:
o  Writing/editing/reviewing resume, emails, contracts, and other business-related correspondence
o  Fostering relationships with spouse’s boss/co-workers
o  Writing/editing/reviewing resumes, manuscripts, presentations, talking points, spreadsheets, speeches, and other work product.
‍","·     Following through on what your partner needs and spending the appropriateamount of time doing so with your full attention.
‍","Was your contribution timely, relevant and a priority?",""
651820a7f35f49dc5cbf090d,Pets,"When you got your pet, the deal was that the kids would take on a lot of the responsibility. Ha! Now, here you are with a bundle of furry love . . . and a bundle of work. Your to-do list depends on what kind of animal you have, but across the board this cardholder typically CPEs food, veterinary appointments, grooming, pet supplies, finding a pet sitter for when you’re away, and the least fun but most important—taking out the kitty litter or being on the ready with poop bag in hand.",PETS (DG),"Researching pet type/breed- Finding breeder and or rescue/shelter, researching with breeder/shelter and communication- Animal proofing if needed- Researching and interviewing veterinarian- Arranging for receiving pet- Handling vet checkup appointments (e.g. necessary shots, spayed/neutered, nails, clipping, health concerns, medicine)- Handling vet sick appointments- Determining if it makes sense to purchase pet insurance and researching insurance plans- Finding a groomer and scheduling grooming appointments- Securing care during out-of-town travel/away times including researching options/ interviewing person or viewing facility- Hair pick up issues (researching vacuum options etc.)- Arranging for special outside access (e.g. dog door)- Researching and purchasing appropriate food","Receiving pet- Purchasing food and treats and other necessary items (e.g. grooming items, bedding, crate, harness, litter- Training (bathroom, sleeping, biting and introduction to babies/children)- Feeding: Providing food and water daily and keeping bowls clean- Outdoor access and walking: Conducting appropriate amount of walks and exercise if applicable and/or scheduling dog walker/day care- Pick up poop/empty litter box daily and weekly maintenance- Bathing and brushing and/or attending grooming appointments- Cleaning up after pet (stays with this cardholder or consult with “tidying up, organizing, and donations”)","Are your pets healthy, groomed, and socialized?",""
65182101237ed7687a9d2398,"Points, Miles & Coupons","Do you know if you have enough airline miles to fly free on your next trip? And also bring your partner along for the ride? This cardholder keeps track of miles, credit card points, coupons, and all those big money savers. Thoughtful CPE of this card is a must—getting that awesome “buy one, get three free” deal only happens when you have your coupon stash organized and in hand at the checkout line.","POINTS, MILES, & COUPONS","- Researching loyalty programs and credit cards- Sourcing coupons (online/subscription, store flyers, local newspapers, apps, in mail)- Creating electronic and/or in-home filing system to manage coupons","- Researching loyalty programs and credit cards- Sourcing coupons (online/subscription, store flyers, local newspapers, apps, in mail)- Creating electronic and/or in-home filing system to manage coupons","Can you use your miles, points or coupons because you have the accounts handy and before they expire?",""
65182130c93f0689a975e27b,Returns & Store Credit,"If it seems as if there’s always something you’ve bought that needs to be returned or exchanged—typically without the receipt and on the opposite side of town—then this cardholder will be quite busy. Store credit? Gift cards from your mother-in-law? Sure, they were for your kids, but who’s gonna know if you used one to buy those cute shoes on sale?",RETURNS & STORE CREDITS,- Keeping track of items that need to be returned- Figuring out store return policy,- Returning items (within store policy window)- Donating or reselling items (if expired)- Purchasing items with store credits (within store policy window)- Managing gift cards and give to other cardholders such as “clothes and accessories (kids)” when appropriate for use,Did you return the items during the allotted store policy window? Do you know where your credits are?,""
65182170792680acb0a211d0,School Breaks (Kids; Non-Summer),"For your kids’ non-summer vacations like winter and spring break, you have plenty of advance notice to plan. Still, don’t wait too long. The holidays creep up quickly. But when it comes to parent-teacher conferences, school construction, snow days, smoke days, and every other scenario that has you scrambling for childcare, this cardholder must be able to pivot quickly and CPE like a pro.",SCHOOL BREAKS (NON-SUMMER),"- Working in concert with “childcare helpers” cardholder to ensure appropriate childcare or camp- Planning for childcare/camps/playdates during breaks, half days, and days off","- Hiring (negotiating terms/contract)- Ongoing communication and supervision- Making payments- Purchasing/providing meals and snacks for helper- Reimbursing: Gas, meals, and other reimbursements- Termination issues",Are you prepared in advance for something other than 12 hours of screen time?,""
651821beb07d7d6c6d1342fc,School Breaks (Kids; Summer),"The CPEer of this card may begin researching options for camps or other summer activities months in advance. This workload lasts until the minute all the required forms and fees are taken care of and every day is covered (up to 90 days, but who’s counting?).",SCHOOL BREAKS (SUMMER),"- Determining day camp/sleepaway camp, family travel, summer school, activities/classes or home- Researching options for child’s interests, such as sports, theater, art, religion, cooking, science, education, etc., cost and transportation- Inquiring/coordinating with friends’ schedules- Mapping out each week of summer with “calendar keeper” to determine which activities fit which weeks, not conflicting with trips and other summer events","- Registering for camps- Purchasing necessary items for camp (mostly sleepaway)- Completing camp forms, including medical history, medication, transportation, medical consent, all about camper, bunk requests, etc.",Do your kids have plans you both feel good about (and are they signed up and registered for them if needed)?,""
651821ed8216e221f787ee5f,School Forms (Kids),"Every freakin’ form from school that requires review, including your child’s enrollment forms, notices for overdue library books, and permission slips for field trips is now in your hands. School forms may come via email (check your spam folder), crumpled up in your child’s backpack, on a school website, or via the school portal, which you’re supposed to know how to log onto and navigate by now but remains one of life’s mysteries. School forms are enough for this cardholder; direct contact with teachers is the responsibility of the “teacher communication” cardholder.",SCHOOL FORMS,"- Coordinate with “packing and unpacking (local)” and “homework, projects, and school supplies” cardholders to see if forms come in backpack/homework folder. Forms may include: - Back-to-school packets including special instructions, birth certificate, medical forms, including immunization records, allergy notifications (including having third parties sign, such as doctors, etc.) - Field trip permission slips - Random surveys for class participation/allergy Parent questionnaires - School photo order forms - Book fair order forms - Enrollment contracts - Overdue notices for library books - Accessing report card through school portal Exception: School lunch forms go to “meals (school lunch)” cardholder",- Managing log in and password for school portal- Fill out forms (with child if applicable),Are those forms still crumpled up in the backpack or they filled out on time?,""
651822a340b137f942c9123d,School Service (Kids),"When you agreed to chaperone the museum field trip, it seemed like a worthwhile opportunity to spend time with your child and his classmates. Which it was . . . until you found yourself sitting at the back of a school bus trying not to puke. This card pulls you into a time-sucking vortex that includes reading through a chain of 43 emails (was “reply all” really necessary?), school-sponsored lectures (another one?), and baking cupcakes (nut free?). And what’s up with schools requesting volunteers to be class “moms”? Dads make excellent class parents, too, ya know.",SCHOOL SERVICE (KIDS),"- Researching volunteer opportunities, which might include the following: - Class parties - Stuffing folders - Community service projects - Admin work for teachers/school staff - Serving as room parent - Working with students in small groups - Baking for teachers/food for teachers - Art fairs - Book fairs - Talent shows - School picnics and potlucks - Field day - STEM night - Musical/choir/band/strings concerts - Social parents’ nights out - Field trip chaperone - Lunch, snack, carpool line duty - PTA - Spirit wear - School fundraisers (bake sales, lemonade stands, etc.) - School improvement projects (painting murals, etc.)- Signing up for your commitment/arranging childcare for other children (if applicable)",- Showing up for and fulfilling your commitments,"If this card is important to you both, are you an appropriately active and responsive member of your school community?",""
651822f584feda302ce3ab60,School Transitions (Kids),"If your child needs to apply to a new school (kindergarten through college), this card may include tours, filling out applications, writing essays, ordering transcripts, test preps for the ACT and SAT, and more. And that work only begins after you’ve completed loads of research about where to apply, considered what might be the best fit for your child, and created your best chances to get in. (Is the lottery really just a lottery? Better find out.)",SCHOOL TRANSITIONS (KIDS),- Researching potential school options for child- Scheduling any necessary academic testing (SAT/ACT)- Requesting forms from current school (transcripts etc.)- Researching testing prep opportunities,- Touring schools- Completing and submitting school applications or open-enrollment forms- Attending any mandatory informational meetings or additional get-to-know-you events (e.g. school fundraisers)- Signing up for testing prep opportunities,Are you in charge of the processes necessary for your child to transition to a new school?,""
6518235aa50fac0cbd72db9b,Self-Care (Player 1),"Each of you gets a self-care card regardless of how many children and other responsibilities you have. For some, a daily multivitamin, a good book, and a hot bath fit the bill. Others may have weekly therapy or wellness appointments, and also set aside regular time to exercise. No guilt or shame allowed. Take this important time for you and allow your partner to do the same.",SELF-CARE (PLAYER ONE),"- Determining self-care plan, possibly including the following: - Nutrition/supplements - Exercise routine - Doctor and dental appointments (annual physical and mammogram, bloodwork, dental exam/cleaning, ophthalmology, GI, other specialists) - Medications - Massage/acupuncture - Meditation/quiet time/relaxing (TV)/reading - Baths",- Showing up for and fulfilling your commitments,Do each of you feel reasonably well?,""
651823b8032b28f5d6e6abbb,Self-Care (Player 2),"Each of you gets a self-care card regardless of how many children and other responsibilities you have. For some, a daily multivitamin, a good book, and a hot bath fit the bill. Others may have weekly therapy or wellness appointments, and also set aside regular time to exercise. No guilt or shame allowed. Take this important time for you and allow your partner to do the same.",SELF-CARE (PLAYER TWO),"- Determining self-care plan, possibly including: - Nutrition/supplements - Exercise routine - Doctor and dental appointments (annual physical, bloodwork, dental exam/cleaning, ophthalmology, GI, prostate, other specialists) - Medications - Massage/acupuncture - Meditation/quiet time/relaxing (TV)/reading - Baths",- Showing up for and fulfilling your commitments,Do each of you feel reasonably well?,""
6518242981ee66e999617d03,Serious Illness,"When a child falls ill, the implications can be life changing. If you are managing someone else’s illness, it can require hours of research, doctors’ appointments, treatment plans, and medication monitoring. Thankfully, you can ask your partner to step in and support you. If, however, it’s you or your spouse who is ill, the healthier person may need to take on more cards in addition to holding this Wild card. Rather than allowing resentment or fear to build, ask for what you need and re-deal as circumstances change.","The Wild suit includes life-changing scenarios that rock your world, and come with a mind-numbing amount of invisible work. When you’re dealt a Wild card (hopefully temporarily), you’re entitled to ask for additional help from your partner guilt-free. Your partner is encouraged to reach out to your village for even more support, but the Wild cardholder is not the one who handles this delegation. You and your partner are also encouraged to remove cards from your deck, temporarily, while dealing with a Wild card.","","",Do you feel supported to take the lead on this wildcard? Will your partner be stepping up to take on other cards?,""
6518247b006b34ecca1c3b1e,Showing Up & Participating (Kids),"One dad admits that he spent nearly a month complaining about the daddy/daughter dance at school, dreading everything from the small talk with other dads to the awkwardness of busting out his moves. Ultimately he went, and it turned out to be pure Magic for both him and his growing-up-too-fast fourth grader. You’ve got to show up for and participate in your child’s events, big and small, for the Magic to happen. Re-deal this card frequently to make sure it does.",SHOWING UP & PARTICIPATING,*Note: No CPE other than showing up on time. Play this card to feel included but not to have to do any of the work of the other cardholders.,"·     Attending (on time) children’s games, shows, recitals, and otherspecial presentations, curriculum/development/education nights",Are you on time when you say you are going to be?,""
651827f1b5ce3db432a8ada3,Social Plans (Couples),"In theory, it’s as simple as texting your friends to get together, picking a date/time/place, and showing up. But that’s not how it works in real life, and certainly not how it works after having kids. For starters, you want your partner’s buy-in for who you’re getting together with, and you’ll need to get a babysitter, so consult with the “childcare helpers” cardholder. Then, syncing calendars (pre-bedtime? after the championship game?) will make you question if it’s really worth the effort. If you actually make it out the door without cancelling, you have earned a bonus cocktail.",SOCIAL PLANS (COUPLES),- RSVPing to party/night out invitations- Discussing with partner who you both would like to see- Reaching out to friends/colleagues seeking plans- Coordinating schedules- Determining restaurant/event interest- Designating alcohol-free driver or calling an Uber,- Working with “childcare helpers” cardholder to confirm babysitter- Making reservations- Purchasing tickets to events,"While there may be one more extroverted partner, is it reasonable to expect to socialize with other couples on occasion? Try to agree to a mutual comfort.",""
651828693e1d86e5e7d024d9,Special Needs & Mental Health (Kids),"Obviously this card needs to be CPE’d with tremendous care if your child has special needs or mental health issues. From identifying the problem to finding the best resources, scheduling appointments, monitoring medication, planning treatment, handling a school IEP, and beyond, this cardholder will steer the ship that guides your child safely and with love. It takes a village, so your Planning should include how to utilize any help from your wider support system to create an environment that fosters progress.",SPECIAL NEEDS & MENTAL HEALTH (KIDS) (DG),"- Identifying and evaluating child’s current emotional state/special needs- Doctor/professional appointments for diagnosis and follow up- Researching and interviewing specialists for treatment such as therapists, OT, PT, speech- Discussing issues/treatment plan with child's teacher (consulting with “teacher communication” cardholder)- Scheduling specialist appointments- Educating oneself, teachers, childcare helpers, other parents and child on issue/risks/special needs/ancillary issues like bullying (options may include: books, seminars, find support groups for you and your child or start a support group)OTHER THINGS TO NOTE IF CHILD HAS AN ALLERGY/FOOD SENSITIVITY):- Educating oneself and others on how best to read food labels- Scheduling meetings with teacher- Creating a notebook to have in classroom with info on what child can/can't eat- Pre-planning for birthday parties and other events that involve bringing own snacks- Calling before parties and restaurants to find out what will be served or what options there are- Researching safe restaurants/deliver menus for childcare helpers","- Working closely with “health insurance” cardholder to get coverage and medications for the issue- Advocating and meeting with school educators to secure necessary supports (i.e., IEP)- Supporting child- Attending specialist appointments(OTHER THINGS TO NOTE IF IT IS AN ALLERGY/FOOD SENSITIVITY):- Purchasing EpiPen if needed (or coordinating with “medical and healthy living” cardholder)- Packing a snack bin for classroom with safe alternative snacks- Meeting with the school nurse- Asking school to inform other parents to let them know who your child is and what is safe and unsafe for them to eat since they may be volunteering in classroom or sending in treats- Purchasing apps that have information for grocery shopping and restaurant finding- Always have safe snacks on hand",Are they getting the available support to maximize their productivity and potential?,""
651828a547317a4ebe7f78cd,Spirituality,"This card looks and feels different to everyone—perhaps even within your own home—so all the more reason you should consult your partner in the Planning to make sure you’re on the same page. (Ahem, you don’t have carte blanche to join a cult just because it’s your card.) It may involve attending church/synagogue/mosque, planning events like communion or a bar/bat mitzvah, establishing a relationship with clergy members, enforcing dietary beliefs, creating a family meditation ritual, or any number of ways you decide to make spirituality a part of your family’s life.",SPIRITUALITY,"·     Researching local churches/temples/synagogues/spiritual centers in your area
·     Registering for Sunday school / Hebrew school / confirmation class*
‍","·     Attending religious services on holidays or weekly
·     Educating children / rituals in the home
·     Buying high holiday tickets (if applicable)
‍",Is your life one where there is a practice of a higher purpose? Does it include your children?,""
651828e7c081a32004c80416,"Storage, Garage & Seasonal Items","If you have a storage unit or a garage, do you have any idea what’s inside it? If not, now is the time to get it organized and have a CPE plan in place before someone asks, “Honey, where’s Zach’s sleeping bag? He has a sleepover tonight.”","STORAGE, GARAGE, & SEASONAL ITEMS","·     Inventory management of summer/beach/lake/camping/
·     bikes/pool items or winter items
·     Researching and renting storage unit
‍","·     Managing items in garage (place in bins, racks, shelving etc.) orgive away to “tidying up, organizing, and donations” cardholder)
·     Tidy shelves and storage in garage
·     Air in bicycle tires, sports balls, pool rafts
·     Organize sports, ski, and camping equipment and/or luggage
‍",Is the garage or unit reasonably organized? Can you find things when you need them?,""
651829299a7a0b80d29fef8d,Teacher Communication (Kids),"Every teacher and child is different, so this cardholder’s responsibility could be as minimal as showing up to the parent-teacher conference once or twice a year. Or your communication may involve a weekly email exchange or speaking daily and face-to-face to discuss homework and your child’s unique learning needs. As the CPEer, it’s up to you to proactively keep tabs on your kiddos in their school environment to identify potential challenges and work with their teachers to help them thrive.",TEACHER COMMUNICATION,- Receiving and reading teacher emails- Scheduling parent-teacher conferences,"- Notifying child of important issues- Monitoring academic progress, behavior, socialization and school absences- Attending parent-teacher conferences- Executing teacher recommendations/items to work on with child- Communicating plan to Homework and/or Tutoring and Coaching card holder",Are you communicating consistently enough to troubleshoot and be proactive in identifying potential challenges?,""
6518298a146746bb4b7d0208,Thank You Notes,"Why would the dreaded task of writing thank-you notes be considered Magic? Because thank-you notes are an opportunity to express gratitude to people who inspire you to feel it. If you have family dinner with friends, you might send an email letting them know how wonderful it was to spend time together. When a colleague delivers a huge bag of hand-me-downs for your kids, that thoughtfulness merits a note. Imagine a life where sleep-deprived postpartum moms are not saddled with writing thank-you notes for baby gifts. That can be your reality, as either partner is capable of CPEing this card.",THANK YOU NOTES,"·     Obtaining appropriate information
·     Creating address list and updating addresses if needed
‍","·     Printing labels or addressing envelopes
·     Purchasing stamps (or ask “mail” cardholder to provide)
·     Applying labels/stamps
·     Mailing cards
‍",Did the cards arrive in the desired mailboxes at the appropriate time?,""
65182a02ae2e2a899b57fcd3,"Tidying Up, Organizing & Donations","This never-ending work includes making beds, putting toys away, finding the Legos under the couch (preferably before you buy a whole new set), and wrapping up the half a banana sitting on the counter before fruit flies infest your home. This 784card is a hot-button issue for many couples who often disagree on a standard for “tidy,” so before one of you claims it, get specific about how long you can both live with the toy closet that’s bursting at the seams, all the random crap accumulating under the stairwell, and the donation bags that have been sitting in the trunk of the family car for months. Unless your aspiration is to star on Hoarders (and your partner agrees to costar), you may want to binge a few episodes of Tidying Up with Marie Kondo.","TIDYING UP, ORGANIZING & DONATIONS (DG)","- Developing a system for organizing your physical home: closets, kitchen/pantry, bedrooms, playroom, office etc. and digital home: organizing computer files in consultation with “memories and photos” cardholder- Taking stock of what children are currently playing with and what you can donate/ hand down- Creating list of donated items and value for tax purposes- Researching options for where items will be donated or family/friends to hand down to- Identifying storage needs and measuring storage space","- Clearing/wiping counters- Putting away toys and shoes- Tidying throw blankets and pillows- Safely storing important documents, including birth certificates, passports and Social Security cards- Gathering items to be donated from “clothes and accessories (kids)” and “wardrobe (her/his)” cardholders- Dropping off donations- Purchasing storage and organizational containers- Putting together/building storage container",Does every item in your home have a proper place and is there a system to get them there? Are those that don’t get donated?,""
65182a712e5e88d3358dcb28,Transportation (Kids),"Full. Time. Job. Whether your kids take a bus, carpool, walk, or have a chauffeur (aka you), managing their transportation can be a beast. On any given day, you could be spending countless hours transporting your kids to school or coordinating with those who are pitching in with drop-offs and pickups. Add on getting them to and from playdates, after-school activities, camp, and every other place they need to be seven days a week and we’ve come full circle: Full. Time. Job. Note! The “transportation (kids)” card pairs with “birthday celebrations (other kids),” “friendships and social media (kids),” “extracurricular (non-sports),” and “extracurricular (sports).” Meaning, if you hold any of the aforementioned cards and they involve giving your kid a ride, you are responsible for transporting or arranging for transportation to and from those activities.",TRANSPORTATION (KIDS),"- Coordinating and implementing the commute to/from school, extracurricular activities, enrichment, events, playdates, parties- If school bus, signing up for appropriate route- If public transportation, securing bus/subway pass- If carpool, extra considerations: selecting families that live nearby to carpool with (coordinate booster/car seats); determining schedule for your shift and others’- Finalizing daily schedule with “calendar keeper”","- Implementing the commute to/from school, extracurricular activities, enrichment, events, playdates, parties",Are the children where they need to be and picked up on time?,""
65182addb216626525901bef,Travel,"When you’re thinking about taking a trip, the who/where/ when/how formula has endless permutations. If you add in any extended family, best of luck as you navigate how to get everyone to the same place at the same time on a budget, where hopefully fun awaits. Even a day trip for a friend’s wedding requires someone to handle logistics, so just because you’re not jet-setting to a white sand beach doesn’t mean you’re off the hook from CPEing this card. Tip! Work closely with the “packing and unpacking (travel)” cardholder to ensure that once you get to your destination, you have the appropriate clothes and amenities in your suitcase.",TRAVEL,"- Sourcing vacation ideas (adult only or family, warm or cold climate, relaxation or adventure, domestic or international)- Researching potential destinations including airfare, hotel, transportation, activities, dining, health or other travel alerts- Securing/renewing/checking expiration for everyone’s passports- Discussing how much vacation time can be used from work- Selecting dates for travel (that work for everyone including kids in school)- Calling hotel concierge for dining/activity recommendations- Researching (asking friends, internet, books) activities and dining out- Working with “points, miles, and coupons” cardholder to redeem miles","- Checking in to flights- Making flight/hotel/rental car (car seats, if necessary) reservations and confirming prior to travel- Purchasing travel insurance- Making reservations for activities and dining out",Did everyone get to where they were supposed to be without unreasonable stress?,""
65182be46f7aea2de9765ae5,Tutoring & Coaching (Kids),"Take this card if you take the lead on extra school enrichment and/or you are the coach of your kids’ Little League teams. Some families utilize school-based options while others pursue tutoring companies outside of school or hire tutors/ coaches for kids’ academics, sports, or special interests like playing a musical instrument. In every case, this cardholder needs to research the options, confirm availability with the “calendar keeper,” and assess progress on an ongoing basis. If your kid still can’t hit the ball, it might be time for a new coach . . . or a new sport.",TUTORING & COACHING,"TUTORING- Evaluating if child needs extra supports (discussing with “teacher communication” cardholder)- Researching school-based options for additional support- Researching/scheduling a consistent time to conduct enrichment/determining if you practice or reinforce with childCOACHING- Appraising child’s/team’s needs (voice, sports etc.)- Researching external coaches- Reviewing weekend schedule (working with calendar keeper to see what periods of time are open for plans)- Checking weather forecast- Asking family members for ideas- Coordinating with friends and family",TUTORING- Hiring external tutor/signing up for tutoring program/practice or reinforce with child- Purchasing school enrichment materialsCOACHING- Hiring external coaches and or/ signing up/registering/conducting your coaching,"If this card is in play, are you up to date and working on progress you want your child to make?",""
65182c80db120e012462cdeb,Unicorn Space (Player 1),"What makes you uniquely you and how do you share it with the world? Unicorn Space is about the passion and purpose that drive you to be the best version of yourself, and what’s on the line—your identity, fulfillment, and marriage—if you don’t nurture what makes you come alive. It may seem like a fairy tale to carve out time to get back to playing piano again or research the business idea that you’ve back-burnered since becoming a parent, but it’s time to reclaim your gifts beyond your career and family without needing permission or feeling guilt. Note: An exercise class, a mani/pedi, hitting a sports bar with a buddy, or catching up on your social media feeds are not Unicorn Space. Your career may be if it’s a Category 5 storm of passion. Be realistic, but think big as you work to discover or reclaim your essence and talents. Both you and your partner must take this card!",Unicorn Space is about the passion and purpose that drive you to be the best version of yourself. You and your partner must take this card!,"·     Identify a passion – what would you like to create more time and mental and physical space for today?
·     Plan to share it with the world – when your Unicorn Space goes beyond yourself, it becomes so much bigger than that much more fulfilling.
·     Set a goal – put yourself on a committed schedule that includes a specific timeline by which you will reveal it to others.
·     Get your partner’s support and support them in return.
·     Schedule a weekly time for your Unicorn Space and prioritize it!
·     Be sure your partner is also setting aside the same amount of time for their Unicorn Space each week, and do your part to allow them that time.","·     Reclaim your gifts beyond your family and career without needing permission.
·     Don’t allow guilt, shame or “domestic encroachment” to cause you to miss your scheduled time.
·     Share your Unicorn Space with the world!","Did each of you get to focus on one thing this week outside your roles as a parent, partner and/or professional?",""
65182cebeb31bc53dd8a25d1,Unicorn Space (Player 2),"What makes you uniquely you and how do you share it with the world? Unicorn Space is about the passion and purpose that drive you to be the best version of yourself, and what’s on the line—your identity, fulfillment, and marriage—if you don’t nurture what makes you come alive. It may seem like a fairy tale to carve out time to get back to playing piano again or research the business idea that you’ve back-burnered since becoming a parent, but it’s time to reclaim your gifts beyond your career and family without needing permission or feeling guilt. Note: An exercise class, a mani/pedi, hitting a sports bar with a buddy, or catching up on your social media feeds are not Unicorn Space. Your career may be if it’s a Category 5 storm of passion. Be realistic, but think big as you work to discover or reclaim your essence and talents. Both you and your partner must take this card!",Unicorn Space is about the passion and purpose that drive you to be the best version of yourself. You and your partner must take this card!,"·     Identify a passion – what would you like to create more time and mental and physical space for today?
·     Plan to share it with the world – when your Unicorn Space goes beyond yourself, it becomes so much bigger than that much more fulfilling.
·     Set a goal – put yourself on a committed schedule that includes a specific timeline by which you will reveal it to others.
·     Get your partner’s support and support them in return.
·     Schedule a weekly time for your Unicorn Space and prioritize it!
·     Be sure your partner is also setting aside the same amount of time for their Unicorn Space each week, and do your part to allow them that time.","·     Reclaim your gifts beyond your family and career without needing permission.
·     Don’t allow guilt, shame or “domestic encroachment” to cause you to miss your scheduled time.
·     Share your Unicorn Space with the world!","Did each of you get to focus on one thing this week outside your roles as a parent, partner and/or professional?",""
65182daaf65de2b8d46d39dd,Values & Good Deeds (Kids),"You know those families who you look up to because the kids have rock-solid values? This kind of Magic takes time and consistency. In other words, one visit to the soup kitchen does not a good kid make. If you want to be the family who feeds the homeless every Thanksgiving, start researching places to volunteer. If you want to make birthdays feel special without any semblance of materialism, start a tradition like a family hug on the time your child was born. (Unless it’s in the middle of the night—then wait until the morning.) Soon you’ll be the family who everyone else is talking about for the right reasons.",VALUES & GOOD DEEDS (KIDS),"·     Considering values to impart
·     Researching allowance and consulting with “cash and bills” cardholder (spend, save, charity jars)
·     Researching and scheduling family giving-back/community service opportunities","·     Attending family giving-back/community service opportunities
·     Modeling values",Do your kids feel good about what they contribute to the community?,""
